Sheet,Type,Symbol,GID,Edit_URL,CSV_URL,Yahoo_URL
TA_HYG,TA,HYG,797200302,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=797200302,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=797200302,https://ca.finance.yahoo.com/quote/HYG/
TA_IAU,TA,IAU,262112564,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=262112564,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=262112564,https://ca.finance.yahoo.com/quote/IAU/
TA_IEF,TA,IEF,1402318927,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1402318927,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1402318927,https://ca.finance.yahoo.com/quote/IEF/
TA_IEFA,TA,IEFA,1062951635,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1062951635,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1062951635,https://ca.finance.yahoo.com/quote/IEFA/
TA_IEMG,TA,IEMG,481133365,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=481133365,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=481133365,https://ca.finance.yahoo.com/quote/IEMG/
TA_IJH,TA,IJH,43894645,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=43894645,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=43894645,https://ca.finance.yahoo.com/quote/IJH/
TA_IJR,TA,IJR,1112348593,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1112348593,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1112348593,https://ca.finance.yahoo.com/quote/IJR/
TA_ITOT,TA,ITOT,265821727,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=265821727,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=265821727,https://ca.finance.yahoo.com/quote/ITOT/
TA_IVV,TA,IVV,263156146,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=263156146,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=263156146,https://ca.finance.yahoo.com/quote/IVV/
TA_IWB,TA,IWB,1699961654,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1699961654,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1699961654,https://ca.finance.yahoo.com/quote/IWB/
TA_IWD,TA,IWD,2084320704,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2084320704,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2084320704,https://ca.finance.yahoo.com/quote/IWD/
TA_IWF,TA,IWF,605363524,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=605363524,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=605363524,https://ca.finance.yahoo.com/quote/IWF/
TA_IWM,TA,IWM,993030448,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=993030448,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=993030448,https://ca.finance.yahoo.com/quote/IWM/
TA_IWO,TA,IWO,340795468,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=340795468,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=340795468,https://ca.finance.yahoo.com/quote/IWO/
TA_IWP,TA,IWP,2106782791,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2106782791,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2106782791,https://ca.finance.yahoo.com/quote/IWP/
TA_IWS,TA,IWS,955973995,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=955973995,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=955973995,https://ca.finance.yahoo.com/quote/IWS/
TA_IYR,TA,IYR,1002823211,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1002823211,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1002823211,https://ca.finance.yahoo.com/quote/IYR/
TA_JNK,TA,JNK,1021590713,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1021590713,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1021590713,https://ca.finance.yahoo.com/quote/JNK/
TA_LQD,TA,LQD,1141656855,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1141656855,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1141656855,https://ca.finance.yahoo.com/quote/LQD/
TA_MTUM,TA,MTUM,782402119,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=782402119,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=782402119,https://ca.finance.yahoo.com/quote/MTUM/
TA_QQC-F,TA,QQC-F,1043487144,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1043487144,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1043487144,https://ca.finance.yahoo.com/quote/QQC-F.TO/
TA_QQQ,TA,QQQ,1462780773,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1462780773,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1462780773,https://ca.finance.yahoo.com/quote/QQQ/
TA_QQQM,TA,QQQM,2095600191,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2095600191,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2095600191,https://ca.finance.yahoo.com/quote/QQQM/
TA_QUAL,TA,QUAL,1230943920,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1230943920,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1230943920,https://ca.finance.yahoo.com/quote/QUAL/
TA_SCHB,TA,SCHB,2050216704,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2050216704,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2050216704,https://ca.finance.yahoo.com/quote/SCHB/
TA_SHY,TA,SHY,1336674094,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1336674094,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1336674094,https://ca.finance.yahoo.com/quote/SHY/
TA_SIZE,TA,SIZE,464192413,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=464192413,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=464192413,https://ca.finance.yahoo.com/quote/SIZE/
TA_SLV,TA,SLV,136376630,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=136376630,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=136376630,https://ca.finance.yahoo.com/quote/SLV/
TA_SMH,TA,SMH,1826890231,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1826890231,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1826890231,https://ca.finance.yahoo.com/quote/SMH/
TA_SOXX,TA,SOXX,338216459,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=338216459,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=338216459,https://ca.finance.yahoo.com/quote/SOXX/
TA_SPY,TA,SPY,1859645080,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1859645080,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1859645080,https://ca.finance.yahoo.com/quote/SPY/
TA_TIP,TA,TIP,1984187331,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1984187331,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1984187331,https://ca.finance.yahoo.com/quote/TIP/
TA_TLT,TA,TLT,1637313973,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1637313973,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1637313973,https://ca.finance.yahoo.com/quote/TLT/
TA_UNG,TA,UNG,1800843038,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1800843038,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1800843038,https://ca.finance.yahoo.com/quote/UNG/
TA_USMV,TA,USMV,671466226,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=671466226,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=671466226,https://ca.finance.yahoo.com/quote/USMV/
TA_USO,TA,USO,1228965360,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1228965360,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1228965360,https://ca.finance.yahoo.com/quote/USO/
TA_VAB,TA,VAB,1122392126,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1122392126,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1122392126,https://ca.finance.yahoo.com/quote/VAB.TO/
TA_VBAL,TA,VBAL,288247013,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=288247013,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=288247013,https://ca.finance.yahoo.com/quote/VBAL.TO/
TA_VCE,TA,VCE,2079644337,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2079644337,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2079644337,https://ca.finance.yahoo.com/quote/VCE.TO/
TA_VCN,TA,VCN,1360382793,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1360382793,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1360382793,https://ca.finance.yahoo.com/quote/VCN.TO/
TA_VDY,TA,VDY,1291740255,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1291740255,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1291740255,https://ca.finance.yahoo.com/quote/VDY.TO/
TA_VEA,TA,VEA,1090587900,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1090587900,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1090587900,https://ca.finance.yahoo.com/quote/VEA/
TA_VEE,TA,VEE,337711964,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=337711964,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=337711964,https://ca.finance.yahoo.com/quote/VEE.TO/
TA_VEQT,TA,VEQT,1049143729,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1049143729,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1049143729,https://ca.finance.yahoo.com/quote/VEQT.TO/
TA_VFV,TA,VFV,866292780,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=866292780,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=866292780,https://ca.finance.yahoo.com/quote/VFV.TO/
TA_VGRO,TA,VGRO,401720499,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=401720499,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=401720499,https://ca.finance.yahoo.com/quote/VGRO.TO/
TA_VIU,TA,VIU,1413566440,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1413566440,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1413566440,https://ca.finance.yahoo.com/quote/VIU.TO/
TA_VLUE,TA,VLUE,475670786,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=475670786,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=475670786,https://ca.finance.yahoo.com/quote/VLUE/
TA_VNQ,TA,VNQ,435570578,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=435570578,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=435570578,https://ca.finance.yahoo.com/quote/VNQ/
TA_VOO,TA,VOO,1080738304,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1080738304,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1080738304,https://ca.finance.yahoo.com/quote/VOO/
TA_VTI,TA,VTI,1092973072,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1092973072,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1092973072,https://ca.finance.yahoo.com/quote/VTI/
TA_VTV,TA,VTV,2140007707,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2140007707,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2140007707,https://ca.finance.yahoo.com/quote/VTV/
TA_VUG,TA,VUG,1353283043,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1353283043,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1353283043,https://ca.finance.yahoo.com/quote/VUG/
TA_VUN,TA,VUN,545614116,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=545614116,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=545614116,https://ca.finance.yahoo.com/quote/VUN.TO/
TA_VWO,TA,VWO,243011227,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=243011227,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=243011227,https://ca.finance.yahoo.com/quote/VWO/
TA_VXC,TA,VXC,2025822532,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2025822532,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2025822532,https://ca.finance.yahoo.com/quote/VXC.TO/
TA_XAW,TA,XAW,259065309,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=259065309,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=259065309,https://ca.finance.yahoo.com/quote/XAW.TO/
TA_XBAL,TA,XBAL,1011621735,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1011621735,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1011621735,https://ca.finance.yahoo.com/quote/XBAL.TO/
TA_XBB,TA,XBB,2097576579,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2097576579,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2097576579,https://ca.finance.yahoo.com/quote/XBB.TO/
TA_XBI,TA,XBI,2104950777,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2104950777,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2104950777,https://ca.finance.yahoo.com/quote/XBI/
TA_XDV,TA,XDV,632446050,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=632446050,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=632446050,https://ca.finance.yahoo.com/quote/XDV.TO/
TA_XEC,TA,XEC,290305855,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=290305855,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=290305855,https://ca.finance.yahoo.com/quote/XEC.TO/
TA_XEF,TA,XEF,802995331,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=802995331,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=802995331,https://ca.finance.yahoo.com/quote/XEF.TO/
TA_XEG,TA,XEG,1345915759,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1345915759,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1345915759,https://ca.finance.yahoo.com/quote/XEG.TO/
TA_XEI,TA,XEI,597067383,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=597067383,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=597067383,https://ca.finance.yahoo.com/quote/XEI.TO/
TA_XEQT,TA,XEQT,945698653,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=945698653,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=945698653,https://ca.finance.yahoo.com/quote/XEQT.TO/
TA_XFN,TA,XFN,1782464101,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1782464101,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1782464101,https://ca.finance.yahoo.com/quote/XFN.TO/
TA_XGB,TA,XGB,871336642,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=871336642,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=871336642,https://ca.finance.yahoo.com/quote/XGB.TO/
TA_XGRO,TA,XGRO,1856486708,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=1856486708,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=1856486708,https://ca.finance.yahoo.com/quote/XGRO.TO/
TA_XIC,TA,XIC,2023585202,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=2023585202,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=2023585202,https://ca.finance.yahoo.com/quote/XIC.TO/
TA_XIT,TA,XIT,987609004,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=987609004,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=987609004,https://ca.finance.yahoo.com/quote/XIT.TO/
TA_XIU,TA,XIU,582437506,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=582437506,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=582437506,https://ca.finance.yahoo.com/quote/XIU.TO/
TA_XLB,TA,XLB,25633789,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=25633789,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=25633789,https://ca.finance.yahoo.com/quote/XLB.TO/
TA_XLC,TA,XLC,495324869,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/edit#gid=495324869,https://docs.google.com/spreadsheets/d/1iClfgrC4QaJ7Wb00dPoeg6DANCc1VisSqds-yhXtL2M/export?format=csv&gid=495324869,https://ca.finance.yahoo.com/quote/XLC/
